Casa Cuervo ,Bebidas y cervezas,MX,https://www.mundocuervo.com,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Seguros BBVA Bancomer,Seguros y fianzas,ESP,https://www.segurosbancomer.com.mx,ND,1,1,1,0.5,1,0,0.5,0.5,0.5,1,1,1,0.5,0,0,1,"Existe un conflicto de interés cuando una situación personal, familiar, de amistad o cualquier otro tipo de circunstancia externa pueda afectar tu objetividad profesional y a tu deber de actuar en el mejor interés de BBVA y de nuestros clientes.",0,.,0,0,1,"Por medio del área de cumplimiento, la cual es un área global que tiene encomendada por el Consejo de Administración la función de promover y supervisar, con independencia y objetividad, que BBVA actúe con integridad, particularmente en ámbitos como la prevención del blanqueo de capitales, la conducta con clientes, la conducta en el mercado de valores, la prevención de la corrupción, la protección de datos y otros que puedan representar un riesgo reputacional para BBVA",0.5,0.5,1,canaldenuncia.mexico.mx@bbva.com,1,(55) 5621-4188/ 01-800-001-0011,0.5,1,0,1,1,1,0.5
Unilever de México,Productos de consumo,RU/HOL,https://www.unilever.com.mx,NA,1,1,1,1,1,0.5,0.5,0,0.5,1,0,1,1,1,0.5,1,Se menciona pero no se define,1,Tráfico de Influencias,0.5,0.5,1,The Chief Executive Officer is responsible for implementing these principles and is supported in this by the Global Code and Policy Committee which is chaired by the Chief Legal Officer.,1,0.5,0,.,0,.,0.5,1,0,0,0,0,0
Office Depot de México,Comercio especializado,MX/EU,https://www.officedepot.com.mx/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Dow Química Mexicana,Química y petroquímica,EU,http://mx.dow.com,ND,1,1,0,1,1,0,0.5,0,0,0,0,1,0.5,1,1,1,"Situaciones donde los intereses personales entren en conflicto, de forma real o aparente, con los de la Empresa. Entre ellas se encuentran las actividades que puedan poner en entredicho nuestra lealtad o que interfieran con nuestra capacidad de desempeñar nuestro trabajo de forma imparcial.",1,Soborno,0,0,1,"La Oficina de ética y cumplimiento de la normativa, junto con los Comités regionales de ética y cumplimiento de la normativa (RECC), es responsable de administrar el Código, bajo la supervisión del abogado general y del Comité de auditoría del Consejo de administración. Los Comités regionales de ética y cumplimiento de la normativa reúnen al responsable regional o nacional y a los directivos de los departamentos de contabilidad, recursos humanos y jurídico, a los que pueden sumarse otros directivos.",1,0.5,1,ethics@dow.com,1,001-800-462-4240,0.5,1,1,0.5,0.5,0,0.5
Pilgrim's Pride México,Alimentos,EU,http://pilgrims.com.mx/pilgrimsweb/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Volaris,Aerolíneas,MX,https://www.volaris.com,http://cms.volaris.com/es/sobre-volaris/responsabilidad-social,0,1,0,1,1,0,0.5,0,0,1,1,1,1,1,0.5,1,Conflictos entre los intereses personales y los de la Empresa,0,.,0,0,0,.,0.5,0.5,0,.,0,.,0.5,1,1,1,1,1,0.5
Nafin,Servicios financieros,MX,http://www.nafin.com,ND,0,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,.,0,.,0,0,0,.,0.5,0,0,.,0,.,0,0,1,1,1,1,0.5
Danone de México,Alimentos,FRA,http://www.grupodanone.com.mx/,NA,1,1,1,1,1,0,0.5,0,0,0,0,1,0.5,0,1,0,.,1,Soborno,0,0,1,A través del Departamento de Recursos Humanos,1,0.5,1,auditoria.danone@danone.com  y  control-interno.danonemx@danone.mx,1,01800 836 5515,0.5,1,0,1,1,1,1
Seguros Banamex,Seguros y fianzas,EU,https://www.segurosbanamex.com.mx/segurosBanamex/index.jsp,ND,1,1,0,0.5,1,0,0.5,0.5,0.5,1,1,1,1,0,0,1,"Anteponer los intereses de Citi a largo plazo sobre las ganancias a corto plazo, además de generar los mejores resultados para nuestros accionistas.",1,Pago facilitador,0.5,0,0,.,0.5,0.5,1,ethicsconcern@citi.com,1,866-384-4299,0.5,1,0,0.5,1,0.5,0.5
Mondeléz México,Alimentos,EU,http://mx.mondelezinternational.com/home,NA,1,1,0,1,1,0,0.5,0.5,0,0,0,1,0.5,0,0,1,"Conflicts arise when our personal interests make it difficult to perform our responsibilities objectively or effectively. Conflicts of interest also may arise when we, or a family member1, receive improper personal benefits because of our position on the Board.",0,.,0,0,1,A través de la Oficina de Cumplimiento,0.5,0.5,1,Compliance@mdlz.com,0,.,0.5,1,1,0.5,0,0,0
Grupo Angeles Servicios de Salud,Servicios de salud,MX,https://www.gass.com.mx/,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Philip Morris México,Tabaco,EU,https://www.pmi.com/markets/mexico/es,NA,1,1,1,1,1,0,0.5,0,0,1,0,1,1,1,0.5,1,"Se produce un conflicto de interés cuando actividades personales, sociales, financieras o políticas concurren con las responsabilidades laborales de un empleado.",1,"Soborno, Pago facilitador",0,0,0,.,1,0.5,0,.,0,.,0.5,0,1,1,0.5,0,1
Sky,Telecomunicaciones,MX/EU,http://www.sky.com.mx,ND,0,1,0,0.5,1,0,0.5,0,0,1,0,0,0.5,0,0,1,"Un conflicto de intereses se origina cuando se contraponen los intereses personales de funcionarios o empleados o terceros, a los intereses institucionales del Grupo. Una situación de conflicto puede surgir si se realizan actos o se desempeñan trabajos personales que puedan impedir que un integrante del personal del Grupo lleve a cabo sus labores en forma objetiva y eficaz.",0,.,0,0,1,"Se indica que el Código será administrado por la Vicepresidencia de Recursos Humanos de Grupo Televisa, y será supervisado por el Comité de Auditoría y Prácticas Societarias del Consejo de Administración del Grupo, a través de la Vicepresidencia de Auditoría Interna.",0.5,0,0,.,0,.,0,0,0,1,1,1,0.5
Bio PAPPEL,Papel y cartón,MX,http://www.biopappel.com/es,NA,1,1,1,1,1,0,0.5,0.5,0,0,0,1,1,0,1,1,"situaciones en las que nuestros intereses personales, profesionales o financieros entren en conflicto con los de la empresa,",1,Soborno,0.5,1,1,"La aplicación efectiva y el cumplimiento del presente Código es responsabilidad del Director General, Directores de Grupo de Negocio, Directores de Operación y Gerentes Generales en el ámbito de nuestras empresas. La responsabilidad general de la implementación, el control y el mantenimiento del presente Código corresponde a la Dirección de Capital Humano.",1,0.5,1,etica@biopappel.com,1,01-800-7 PAPPEL,0.5,1,1,1,1,1,1
Intercam Grupo Financiero,Servicios financieros,MX,http://www.intercam.com.mx/index.php/es/,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Grupo Inditex México,Comercio departamental,ESP,www.inditex.com,https://www.inditex.com/es/our_group/our_approach/code_conduct_responsible_practices,0,1,1,1,1,0,0.5,0,0,1,1,1,1,1,1,1,.,1,"Soborno, Pago facilitador, Tráfico de Influencias",0,0,1,El Comité de Ética monitorea la aplicación del código de conducta y las medidas relacionadas al mismo,0,0.5,1,comitedeetica@inditex.com,1,+34981186211,0.5,0,1,0.5,1,0.5,1
Goldcorp México,Minería,CAN,http://www.goldcorp.com/Spanish/acerca-de/directorio-corporativo/default.aspx,NA,1,1,1,1,1,0,0.5,0.5,0.5,1,0,0,1,0,1,1,"Un conflicto de interés se presenta cuando a alguien se le pide tomar una decisión o realizar una tarea en nombre de Goldcorp, pero que al mismo tiempo, esa persona tiene un interés personal (directo o indirecto; real o percibido) en los resultados de dicha decisión o tarea.",1,Soborno,0,0,1,"Goldcorp tiene un Comité de Ética independiente que supervisa el Programa de Cumplimiento de la Compañía, el cual incluye el Proceso de Reportes de Incidentes de Ética. El Comité de Ética de Goldcorp es un grupo multidisciplinario e independiente de empleados corporativos y ejecutivos guiados por la Vicepresidente Ejecutiva y Directora General del Departamento Legal.",1,0.5,1,ethics.help@goldcorp.com,1,001 800 840 7907 ó 001 866 737 6850,0.5,1,1,1,1,1,1
Kansas City Southern de México,Logística y transporte,EU,http://www.kcsouthern.com/es-mx,http://www.kcsouthern.com/es-mx/responsabilidad-corporativa,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,.,0,.,0,0,0,.,0,0.5,0,.,1,01 800-436-0158,0.5,0,1,1,1,1,0.5
Holcim México,Cemento y materiales,SUI,http://www.holcim.com.mx,ND,1,1,1,0.5,1,0,0.5,0,0.5,1,0,1,0.5,0,0,1,"Existe un conflicto de intereses cuando un Empleado usa su posición en Holcim para beneficiarse de manera personal, financiera o de otro tipo (o para el beneficio, financiero u otro, de sus familiares u otras personas relacionadas), más allá de las retribuciones y compensaciones de empleo normales que ofrece Holcim. Se presenta también un conflicto de intereses cuando los intereses personales de un Empleado son inconsistentes con los de Holcim, creándose así un conflicto de lealtades. Dicho conflicto de lealtades pudiera causar que un Empleado privilegiara intereses personales en situaciones en las que debería dar preferencia a las responsabilidades para con Holcim.",1,"Soborno, Pago facilitador",0.5,0.5,1,"El CEO y el “Compliance Officer”, o en ausencia de tal posición el máximo responsable del área legal de la compañía respectiva del Grupo Holcim, monitorearán la efectividad y revisarán la implementación de esta Directiva, considerando periódicamente su idoneidad, adecuación y efectividad.",0.5,0.5,1,group-compliance@lafargeholcim.com,1,01 800 123 18 87,0.5,1,1,1,1,1,0.5
Grupo Jumex,Bebidas y cervezas,MX,http://grupojumex.mx/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Empresas ICA,Construcción,MX,https://www.ica.com.mx/es_ES/web/ica/,NA,1,1,0,1,1,0,0.5,0.5,0,1,0,0,1,1,1,1,Un conflicto de intereses ocurre en el momento en que los intereses personales interfieren con cualquiera de los intereses de la Sociedad.,1,"Soborno, Pago facilitador",0,0,1,"La Sociedad, a través del auditor interno, llevará a cabo, periódicamente, auditorias de evaluación sobre el cumplimiento de este Código. La denuncia sobre mala conducta potencial será investigada por el personal apropiado a nivel corporativo o de la unidad operativa, previo aviso a la oficina del Abogado General de la Sociedad, y serán reportados al Consejo de Administración o al Comité de Auditoría y a las autoridades correspondientes.",1,0.5,0,.,0,.,0,1,1,1,1,1,1
GINgroup,Holding,MX,https://www.gingroup.com,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Seguros Inbursa,Seguros y fianzas,MX,https://www.ahorraseguros.mx/Inbursa/,NA,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Gentera,Servicios financieros,MX,https://www.gentera.com.mx,https://www.gentera.com.mx/wps/portal/gentera/responsabilidad-social/en-que-consiste/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zi_Q1MHD3cLYx8_H2CXAwcQ8I8TI2C_YwdA0z1wwkpiAJKG-AAjgZA_VFgJdhN8LJ0NMerwNgzxBCqAI8lBbkRBpmejooADf-Uuw!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/,1,1,1,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,.,0,.,0,0,1,El Comité de Auditoría monitorea la aplicación del código de ética y la prevención de conflictos de interés,0,0,0,.,0,.,0,0,1,1,1,1,0.5
Hewlett-Packard México,Electrónica de consumo,EU,http://www8.hp.com/mx/es/home.html,http://h30261.www3.hp.com/governance/standards-of-business-conduct.aspx,1,1,1,1,1,0,0.5,0.5,0.5,1,0,1,0.5,0,1,0,.,1,Pago facilitador,0,0,0,.,0.5,0.5,1,corporate.compliance@hp.com,1,001-800-658-5454 ,0.5,1,1,0.5,0.5,0,0.5
DHL México,Logística y transporte,ALE,http://www.dhl.com.mx/es.html,http://www.dpdhl.com/content/dpdhl/en/about_us/code_of_conduct.html,0,1,1,1,1,0,0.5,0,0.5,0,1,0,0.5,0,1,1,"Un conflicto de interés surge cuando una persona tiene un interés particular/personal que pueda parecer que influye en sus decisiones. Tales situaciones de conflicto de interés incluyen una relación consanguínea o matrimonial, empresarial y/o inversión. ",0,.,0,0,0,.,0.5,0.5,0,.,0,.,0.5,0,1,0.5,0.5,0,1
Cinemex,Entretenimiento,MX,https://cinemex.com/,https://secure.ethicspoint.com/domain/es/report_custom.asp?clientid=8708&nav=page1,1,1,0,1,0,0,0.5,0.5,0,1,0,0,1,1,0.5,1,Existe un conflicto de intereses cuando los intereses particulares de un empleado de la compañía (o un miembro de la familia inmediata o que habite la casa del empleado o alguien con quien tenga una relación íntima) interfiere en cualquier forma –o simplemente aparenta interferir– con las funciones que realice el empleado de Cinemex o con los intereses de la compañía en general.,0,.,0,0,1,A través del Comité de Ética,1,0.5,1,gentecinemex@cinemex.net,0,.,0.5,0,1,1,1,1,0
Huawei México,Electrónica de consumo,CHN,http://consumer.huawei.com,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0.5,1,BCGcomplain@huawei.com,1,01 800 1482934,0,0,1,1,1,1,0.5
American Axle Manufacturing de México,Automotriz y autopartes,EU,http://www.aam.com/,NA,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,0.5,1,0.5,0
Vitro,Vidrio y envases,MX,http://www.vitro.com,ND,0,1,0,1,1,0,0.5,0,0.5,1,0,0,0.5,0,0,1,"Es toda actividad en la que el interés del personal manifiesto en su persona o a través de amigos o familiares interfiere con los intereses de Vitro y éste ocurre al utilizar atribuciones del puesto, tiempo, recursos, información de la empresa o que conscientemente falte a la objetividad de su juicio, buscando un beneficio personal o de cualquier índole, causando con su actitud un daño económico o moral a la organización. ",0,.,0.5,0.5,1,El área de auditoría interna tiene esta responsabilidad. ,0.5,0.5,0,.,1,001-877-LEALTAD (001-877-532-5823),0.5,1,1,1,1,1,0.5
Siemens México,Equipo eléctrico,ALE,http://siemensmexico.com.mx/,NA,0,1,0,1,1,0,0.5,0.5,0.5,1,0,1,0.5,0,0.5,1,"Los conflictos de intereses surgen cuando los colaboradores se involucran en actividades o dan preferencia a su interés personal sobre los intereses de Siemens.",0,.,0,0,1,"Las circunstancias que indiquen el incumplimiento del Código de Conducta en los Negocios (BCGs) deben ser comunicadas al Chief Compliance Officer, al responsable de Compliance del Sector, División, Región o de la Unidad Corporativa, al Helpdesk “Tell Us” o al Ombudsman de Siemens.",0.5,0.5,0,.,0,.,0.5,1,0,0.5,1,0.5,0
LyondellBasell de México,Química y petroquímica,EU/RU,https://www.lyondellbasell.com/,ND,1,1,0,1,1,0,0.5,0,0.5,1,1,1,1,1,0.5,1,"""Un «conflicto de intereses» surge cuando nuestros intereses personales no están en consonancia con los de nuestra Empresa. """,1,"Soborno, Pago facilitador",0,0,0,.,0.5,0.5,0,.,1,00001-800-462-424 ,0.5,1,1,0.5,0.5,0,1
Elementia,Cemento y materiales,MX,http://www.elementia.com/index.jsp,ND,1,1,0,1,1,0,0.5,0,0,1,0,0,0.5,0,0,1,"Un conflicto de interés se produce cuando los intereses personales, privados o familiares de un colaborador interfieren de algún modo, o incluso parece interferir, con los intereses de la compañía. Puede surgir un conflicto de interés cuando un colaborador lleva a cabo una acción o tiene un interés que puede dificultarle realizar su trabajo objetivamente y eficazmente. ",0,.,0,0,1,El comité de cumplimiento tienen la función de monitorear el cumplimiento del código de ética,0.5,0.5,1,comite.cumplimiento@elementia.com,0,.,0.5,1,1,0.5,1,0.5,1
OHL México,Construcción,MX,http://www.ohlmexico.com.mx/,http://www.ohlmexico.com.mx/media/799185/ohl-mexico-codigo-de-etica.pdf,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0,.,1,"Soborno, Pago facilitador",0.5,0,1,"Mediante auditorías periódicas realizadas por la dirección de auditoría interna. Incluye revisiones aleatorias de acuerdos, revisión de los procesos de debida diligencia. ",0,0.5,1,http://ohl.com.mx/compromiso/canal-etico,0,.,0.5,1,1,1,1,1,1
CICSA,Construcción,MX,http://www.ccicsa.com.mx,ND,0,1,0,1,0,0,0.5,0,0,1,0,0,0.5,0,0,1,Se produce cuando los intereses personales o financieros de uno de los colaboradores tienen prioridad sobre los intereses de la organización.,0,.,0,0,0,.,0.5,0,0,.,0,.,0,0,0,1,1,1,0.5
Seguros Banorte,Seguros y fianzas,MX,http://www.segurosbanorte.com.mx/,0,0,1,0,0.5,1,0,0.5,0.5,0,0,0,1,1,1,0.5,1,"Los consejeros, funcionarios y empleados deberán en todo momento evitar tomar acciones que puedan contraponerse, o que den la imagen de que se contraponen, con los legítimos intereses de GFNorte. En especial, se deberá tener particular cuidado en evaluar la posibilidad de caer en un conflicto de intereses en las relaciones de negocios o personales que se puedan tener con clientes, proveedores, asociados o competidores (incluyendo sus consejeros, funcionarios y empleados) de GFNorte.",0,.,0,0,0,.,0.5,0.5,1,https://secure.ethicspoint.com/domain/es/default_reporter.asp,0,.,0.5,1,1,1,1,1,0
Grupo Herdez,Alimentos,MX,http://grupoherdez.mx,http://grupoherdez.mx/sustentabilidad/,1,1,1,0.5,1,0,0.5,0,0,1,0,1,0.5,0,0,1,"Cualquier actividad que le permita al trabajador o un miembro de su familia (directo, indirecto y/o político) disfrutar una ganancia personal o beneficio como resultado de su relación laboral con la organización, se considera conflicto de interés.",0,.,0,0,0,.,1,0.5,1,confianza@herdez.com,1,01800 CONFIANZA (01-800-266-34-26-92),0.5,1,1,1,1,1,1
Grupo Famsa,Comercio departamental,MX,http://www.grupofamsa.com/,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Interjet,Aerolíneas,MX,https://www.interjet.com.mx,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Adient México,Automotriz y autopartes,IRL,http://www.adient.com/,ND,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0,.,0,.,0,0,0,.,0.5,0.5,0,.,1,001-866-879-0160,0.5,1,0,0.5,1,0.5,1
Grupo Industrial Maseca,Alimentos,MX,https://www.gruma.com,ND,0,1,0,0.5,0,0,0.5,0,0,1,0,0,1,0,0.5,1,"Los Consejeros, Funcionarios y Empleados no deberán anteponer sus intereses profesionales, personales, financieros o de cualquier otra índole en detrimento de los legítimos intereses de GRUMA.",0,.,0,0,0,.,0.5,0,0,.,0,.,0,0,1,1,1,1,1
Ingredion México,Agroindustria,EU,http://www.ingredion.mx/,NA,1,1,0,1,0,0,0.5,0,0,1,0,1,1,1,0.5,1,"Es Política de la Compañía que se evite cualquier inversión, interés externo u otra actividad que pudiera presentar un conflicto de intereses, directa o indirectamente, a través de miembros de la familia u otros",0,.,0,0,0,.,0.5,0.5,0,.,0,.,0.5,1,1,1,1,1,0.5
GE México,Equipo eléctrico,EU,http://www.ge.com/latam/mexico,ND,1,1,0,0.5,1,0,0,0,0.5,0,0,0,1,0,0,1,"Asegurar que nada interfiera con tu capacidad para tomar todas las decisiones del negocio en beneficio de GE. Esto significa que todo lo que haces no debe interferir, o parecer que interfiere, con tu responsabilidad para tomar decisiones objetivas e imparciales en nombre de la Compañía.",1,"Soborno, Pago facilitador",0,0,0,.,0.5,0.5,1,ombudsperson@corporate.ge.com,1,800-227-5003 (EE. UU. solamente) o (1) 203-373-2603,0.5,1,1,1,1,1,1
Robert Bosch México,Automotriz y autopartes,ALE,http://www.bosch.com.mx/es/mx/startpage_3/country-landingpage.php,NA,1,1,0,0.5,1,0,0.5,0,0,0,1,1,0.5,0,0,0,.,0,.,0.5,0.5,1,"Each operating unit is responsible for compliance with the provisions of this Code of Business Conduct, as well as with other internal regulations within its area of responsibility. Corporate Internal Auditing and its subunits have an unrestricted right to receive information and to conduct audits, unless legal stipulations or works agreements require otherwise.",0.5,0.5,1,compliance-committee.offi ce@de.bosch.com,1,+52(55)52843000-4392,0.5,0,1,0.5,0,0,0.5
Sanofi México,Química farmacéutica,FRA,http://www.sanofi.com.mx/l/mx/sp/index.jsp,NA,1,1,1,1,1,0,0.5,0.5,0,1,0,1,1,1,1,1,"Los empleados pueden hallarse en situaciones en las que exista un riesgo de que sus intereses personales entren en conflicto con los intereses de la empresa. Los «intereses personales» deben interpretarse en sentido amplio; no sólo incluyen los intereses del empleado, sino también los de sus allegados (ya sean otras personas o empresas).",0,.,0,0,1,"El equipo de Ethics & Business Integrity, con el apoyo de los Directores de Compliance de todo el mundo, se dedica a concienciar sobre la Importancia de una conducta ética y a desarrollar una gama de recursos (como este Código Ético) que garantizarán que todos los miembros reciben la formación adecuada y pueden incorporar nuestra ética corporativa y nuestros objetivos de excelencia. Además, hay comités de auditoria regionales",1,0.5,1,https://wrs.expolink.co.uk/,1,0044 1249 661 808,0.5,1,1,0.5,0.5,0,0
Cooperativa La Cruz Azul,Cemento y materiales,MX,http://www.cruzazul.com.mx,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Grupo Financiero Interacciones,Servicios financieros,MX,http://www.grupofinancierointeracciones.mx/,NA,1,1,0,0.5,1,0,0,0,0,0,0,0,0.5,0,0,0,.,0,.,0,0,0,.,1,0,0,.,0,.,0,0,1,1,1,1,0.5
Megacable Holdings,Telecomunicaciones,MX,http://inversionistas.megacable.com.mx/,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Toshiba de México,Electrónica de consumo,JAP,http://www.toshiba.com.mx,ND,0,1,0,0.5,1,0,0,0,0,0,0,0,0.5,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,0.5,0,0,0.5
Bancomext,Servicios financieros,MX,http://www.bancomext.com,ND,1,1,0,0.5,1,0,0.5,0,0,0,0,0,1,0,0,1,"Los servidores públicos deben evitar situaciones en las que los intereses personales, de negocio o familiares entren en conflicto con sus responsabilidades laborales y en su caso, manifestarlo a las autoridades competentes.",0,.,0.5,0.5,1,"El comité de ética tiene la función de monitorear el cumplimiento del Código de Conducta que en esta caso incluye componentes anticorrupción, se encontró un informe de indicadores de cumplimiento del código de conducta del 2015.",0.5,0.5,1,codigodeconducta@bancomext.gob.mx,0,.,0.5,0,1,1,1,1,1
Alpura,Alimentos,MX,http://www.alpura.com/,NA,1,1,0,0,1,0,0.5,0,0,0,0,1,1,0,0,1,"Un conflicto de interés se da cuando alguna persona que labora en Grupo alpura directamente o a través de familiares o terceros, recibe beneficios personales indebidos de la compañía.",1,Soborno,0,0,1,A través de un Comité de Ética,1,0.5,1,etica@alpura.com,1,01 800 8329640,0.5,0,0,1,1,1,0
Diconsa,Comercio Autoservicio,MX,http://www.gob.mx/diconsa,ND,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,.,0,.,0,0,0,.,0.5,0.5,0,.,0,.,0.5,0,1,1,1,1,0.5
ThyssenKrupp de México,Maquinaria y equipo,ALE,http://www.thyssenkrupp-uhdemexico.com/es/empresa.html,https://www.thyssenkrupp.com/en/company/compliance/code-of-conduct/,1,1,1,0.5,1,0,0.5,0,0.5,1,0,1,0.5,0,1,0,.,0,.,0,0,0,.,0.5,0.5,0,.,1,01800 1231867,0.5,0,1,0.5,1,0.5,0.5
Grupo IUSA,Holding,MX,http://www.grupo-iusa.com/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
SANLUIS Corporación / Rassini,Automotriz y autopartes,MX,http://www.rassini.com/,NA,1,1,1,1,1,0,0.5,0,0,0,1,1,0.5,0,0.5,1,Se presenta cuando se contraponen o existan intereses personales con los intereses de Rassini.,1,"Soborno, Tráfico de Influencias",0,0,1,"La administración del Código de Ética y Conducta, corresponde propiamente a las siguientes personas o entidades: • Jefe inmediato. • Departamento de Recursos Humanos de la Unidad de Negocios correspondiente. • Comité de Ética y Conducta de Rassini.El Comité de Ética y Conducta Rassini será considerado una figura de tipo “ombudsman”, es decir, fungirá como representante y mediador de los intereses de los colaboradores.",1,0.5,1,etica@rassini.com,0,.,0,1,1,1,1,1,1
Vector Casa de Bolsa,Servicios financieros,MX,http://www.vector.com.mx,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Grupo Hermes,Holding,MX,http://www.grupohermes.com.mx/,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Industrias Martinrea de México,Automotriz y autopartes,CAN,http://www.martinrea.com,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,0.5,0,0,0
Mars México ,Alimentos,EU,http://www.mars.com/mexico/es/,http://www.mars.com/global/about-us/policies-and-practices,0,0,1,0.5,1,0,0,0,0,1,0,0,0,0,1,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,0.5,0.5,0,0.5
Grupo Bayer de México,Química farmacéutica,ALE,http://www.bayer.mx/,NA,1,0,1,1,1,0.5,0.5,0.5,0.5,0,0,0,0.5,0,1,1,separate their own personal interests from those of Bayer,0,.,0.5,0.5,1,"The Bayer Group’s compliance organization is headed by the Group Compliance Officer, who regularly reports directly to the Chairman of the Board of Management and to the Audit Committee of the Supervisory Board. A central compliance department supports the Group Compliance Officer in steering and implementing the Group-wide compliance activities. This department is staffed with specialized compliance business partners whose responsibilities include establishing business- and industry-specific standards in the divisions, Group functions and service companies. In addition, at least one compliance business partner is available at each site to answer questions from all employees regarding lawful and ethical behavior in business-related situations",0.5,0.5,0,.,0,.,0.5,1,1,0.5,0,0,0
IDEAL,Construcción,MX,http://www.ideal.com.mx/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Valores Mexicanos Casa de Bolsa,Servicios financieros,MX,http://www.valmex.com.mx,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
BorgWarner México,Automotriz y autopartes,EU,https://www.borgwarner.com/en/home,ND,0,1,0,0.5,1,0,0.5,0,0,1,0,0,1,1,0.5,1,""" A conflict of interest is any activity that is not consistent with or is opposed to the best interests of the Company.""",0,.,0,0,0,.,0.5,0.5,0,.,1,001-800-1777-9999 ,0.5,0,1,0.5,0,0,1
